,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,as_caliber,PC1,PC2,Cluster
854,Derrick Rose\rosede01,PG,29,TOT,25,7,420,9.5,21.8,0.435,0.8,3.5,0.233,8.7,18.3,0.474,4.7,5.4,0.87,1.5,2.6,4.1,4.3,0.8,0.5,4.1,1.9,24.5,97.0,116,11.6,0.523,0.182,0.311,3.7,6.8,5.3,13.0,0.5,1.1,15.7,25.6,-0.1,0.0,-0.1,-0.014,-3.9,-3.8,-7.7,-0.4,0,1.492534430973095,0.36488193455435197,4
855,Derrick Rose\rosede01,PG,29,TOT,25,7,420,9.5,21.8,0.435,0.8,3.5,0.233,8.7,18.3,0.474,4.7,5.4,0.87,1.5,2.6,4.1,4.3,0.8,0.5,4.1,1.9,24.5,97.0,116,11.2,0.463,0.111,0.093,3.1,3.1,3.1,15.2,1.8,0.0,11.1,25.0,-0.1,0.0,-0.1,-0.029,-3.8,-4.3,-8.1,-0.2,0,1.9015312571110803,0.46248203684772565,2
856,Derrick Rose\rosede01,PG,29,CLE,16,7,308,9.2,21.0,0.439,1.0,3.8,0.25,8.3,17.2,0.481,5.6,6.5,0.8540000000000001,1.6,3.0,4.6,4.1,0.5,0.6,4.5,2.2,25.0,97.0,117,11.5,0.507,0.161,0.247,3.5,5.8,4.7,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018000000000000002,-3.8,-3.9,-7.8,-0.6,0,1.5502634927444072,0.662691255232773,2
857,Derrick Rose\rosede01,PG,29,CLE,16,7,308,9.2,21.0,0.439,1.0,3.8,0.25,8.3,17.2,0.481,5.6,6.5,0.8540000000000001,1.6,3.0,4.6,4.1,0.5,0.6,4.5,2.2,25.0,97.0,117,11.6,0.523,0.182,0.311,3.7,6.8,5.3,13.0,0.5,1.1,15.7,25.6,-0.1,0.0,-0.1,-0.014,-3.9,-3.8,-7.7,-0.4,0,1.4567360549912656,0.32750022808475404,4
858,Derrick Rose\rosede01,PG,29,CLE,16,7,308,9.2,21.0,0.439,1.0,3.8,0.25,8.3,17.2,0.481,5.6,6.5,0.8540000000000001,1.6,3.0,4.6,4.1,0.5,0.6,4.5,2.2,25.0,97.0,117,11.2,0.463,0.111,0.093,3.1,3.1,3.1,15.2,1.8,0.0,11.1,25.0,-0.1,0.0,-0.1,-0.029,-3.8,-4.3,-8.1,-0.2,0,1.7730324160604904,0.46241392049512414,2
859,Derrick Rose\rosede01,PG,29,MIN,9,0,112,10.3,24.1,0.426,0.4,2.7,0.16699999999999998,9.8,21.4,0.458,2.2,2.2,1.0,1.3,1.3,2.7,4.9,1.8,0.0,3.1,0.9,23.2,94.0,115,11.5,0.507,0.161,0.247,3.5,5.8,4.7,13.6,0.8,0.8,14.5,25.4,-0.2,0.1,-0.2,-0.018000000000000002,-3.8,-3.9,-7.8,-0.6,0,2.21624618713471,0.5904066055053487,2
860,Derrick Rose\rosede01,PG,29,MIN,9,0,112,10.3,24.1,0.426,0.4,2.7,0.16699999999999998,9.8,21.4,0.458,2.2,2.2,1.0,1.3,1.3,2.7,4.9,1.8,0.0,3.1,0.9,23.2,94.0,115,11.6,0.523,0.182,0.311,3.7,6.8,5.3,13.0,0.5,1.1,15.7,25.6,-0.1,0.0,-0.1,-0.014,-3.9,-3.8,-7.7,-0.4,0,2.0485583773265597,0.28506645045092804,2
861,Derrick Rose\rosede01,PG,29,MIN,9,0,112,10.3,24.1,0.426,0.4,2.7,0.16699999999999998,9.8,21.4,0.458,2.2,2.2,1.0,1.3,1.3,2.7,4.9,1.8,0.0,3.1,0.9,23.2,94.0,115,11.2,0.463,0.111,0.093,3.1,3.1,3.1,15.2,1.8,0.0,11.1,25.0,-0.1,0.0,-0.1,-0.029,-3.8,-4.3,-8.1,-0.2,0,2.4390151104507938,0.3901292707676998,2
862,Terrence Ross\rosste01,SG,26,ORL,24,20,600,6.2,15.6,0.398,2.4,7.6,0.32299999999999995,3.8,8.0,0.469,2.2,2.9,0.75,0.8,5.1,6.0,3.1,2.2,0.9,2.4,3.7,17.1,96.0,110,9.9,0.505,0.487,0.188,1.8,11.6,6.7,9.3,2.2,1.5,12.3,17.3,-0.2,0.5,0.3,0.025,-2.2,0.1,-2.1,0.0,0,0.5892464159624918,-1.1149905260631172,0
863,Terry Rozier\roziete01,PG,23,BOS,80,16,2068,7.6,19.3,0.395,3.7,9.7,0.381,3.9,9.6,0.41,2.8,3.6,0.772,1.5,7.6,9.1,5.6,1.9,0.5,1.9,3.0,21.7,109.0,104,15.1,0.52,0.503,0.18600000000000005,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,2.2,3.4,5.6,0.13,0.8,1.0,1.8,2.0,0,0.36295466500741785,-1.3970658115904075,5
864,Ricky Rubio\rubiori01,PG,27,UTA,77,77,2254,7.7,18.4,0.418,2.1,6.1,0.35200000000000004,5.6,12.3,0.451,4.9,5.7,0.866,1.0,6.8,7.8,9.1,2.7,0.2,4.6,4.6,22.4,105.0,103,15.4,0.537,0.33,0.307,2.2,15.3,8.8,28.4,2.7,0.4,18.1,22.9,1.5,3.8,5.3,0.112,0.1,1.6,1.7,2.1,0,1.3564200371786348,1.6668697644805044,4
865,D'Angelo Russell\russeda01,PG,21,BRK,48,35,1234,10.9,26.4,0.414,3.5,10.9,0.324,7.4,15.5,0.477,3.8,5.2,0.74,1.2,6.3,7.4,9.8,1.4,0.7,5.8,3.7,29.2,98.0,111,15.2,0.509,0.414,0.195,2.6,13.8,8.1,35.7,1.4,1.0,16.8,30.8,-0.5,0.9,0.4,0.014,0.8,-1.2,-0.4,0.5,0,2.0590587372349645,1.587151978863128,2
866,Domantas Sabonis\sabondo01,C,21,IND,74,19,1810,9.4,18.3,0.514,0.4,1.0,0.35100000000000003,9.0,17.2,0.524,4.6,6.2,0.75,4.6,11.2,15.8,4.2,1.1,0.9,3.8,6.1,23.8,110.0,107,17.5,0.5670000000000001,0.056,0.339,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,0.126,-0.8,0.5,-0.2,0.8,0,-1.6371876050583931,0.6137639614028553,6
867,JaKarr Sampson\sampsja02,SF,24,SAC,22,6,344,6.5,11.9,0.5429999999999999,0.7,1.5,0.5,5.7,10.4,0.5489999999999999,1.5,2.4,0.625,3.1,8.4,11.5,1.3,1.2,3.2,1.2,7.1,15.1,117.0,108,13.9,0.585,0.123,0.198,6.7,19.7,12.9,3.9,1.2,6.1,8.3,12.5,0.4,0.4,0.8,0.114,-2.6,1.9,-0.7,0.1,0,-1.9213200629649008,-0.49048420714092233,6
868,Dario Saric\saricda01,PF,23,PHI,78,73,2310,8.4,18.5,0.453,3.3,8.3,0.393,5.1,10.2,0.501,3.7,4.3,0.86,3.2,7.6,10.8,4.2,1.1,0.4,3.1,3.3,23.8,113.0,107,15.8,0.5820000000000001,0.448,0.233,7.5,16.4,12.1,13.0,1.1,0.7,13.1,20.9,3.8,2.8,6.6,0.13699999999999998,1.6,-0.2,1.4,2.0,0,-0.5912210143539516,-0.1012328734566089,3
869,Tomas Satoransky\satorto01,SG,26,WAS,73,30,1643,6.1,11.6,0.523,1.4,3.1,0.465,4.7,8.6,0.544,2.3,2.9,0.7809999999999999,2.2,4.9,7.0,8.6,1.6,0.5,2.5,4.0,15.8,124.0,111,15.4,0.615,0.263,0.25,5.0,11.1,8.0,24.8,1.6,0.8,16.3,13.7,3.7,1.3,5.0,0.145,1.3,-0.2,1.1,1.3,0,0.7951267163454004,2.2430385166181748,4
870,Dennis Schroder\schrode01,PG,24,ATL,67,67,2078,11.8,26.9,0.436,1.8,6.2,0.29,10.0,20.8,0.48,5.3,6.2,0.8490000000000001,1.0,3.9,4.9,9.8,1.7,0.1,4.3,3.5,30.6,104.0,113,17.3,0.515,0.229,0.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,1.5,1.0,2.6,0.059,1.5,-2.2,-0.7,0.7,0,2.5674979099416473,2.108818088827443,7
871,Mike Scott\scottmi01,PF,29,WAS,76,1,1406,9.7,18.5,0.527,2.3,5.8,0.405,7.4,12.8,0.5820000000000001,1.8,2.7,0.6579999999999999,1.8,7.0,8.7,2.8,0.8,0.4,2.8,5.2,23.6,109.0,111,13.6,0.599,0.311,0.145,4.0,15.8,9.9,9.1,0.8,0.6,12.4,20.0,1.4,1.0,2.5,0.085,-0.5,-1.8,-2.3,-0.1,0,-0.21128608004595392,-0.21016075192068953,3
872,Thabo Sefolosha\sefolth01,SF,33,UTA,38,6,806,7.3,14.9,0.4920000000000001,2.0,5.2,0.381,5.4,9.7,0.551,2.7,3.4,0.815,1.8,8.2,10.0,2.1,3.2,0.7,1.9,3.7,19.4,113.0,101,15.8,0.591,0.35,0.225,4.1,18.4,11.3,6.3,3.2,1.3,10.2,16.4,1.0,1.6,2.6,0.156,-0.3,2.3,1.9,0.8,0,-0.911905963138523,-1.0120533920145036,3
873,Wayne Selden\seldewa01,SG,23,MEM,35,9,692,8.5,19.7,0.431,3.6,8.9,0.402,4.9,10.7,0.456,3.2,4.3,0.746,1.2,2.9,4.1,4.8,1.3,0.4,3.9,4.3,23.7,101.0,115,11.8,0.551,0.454,0.219,2.6,6.8,4.7,16.0,1.3,0.7,15.5,22.6,0.1,0.2,0.3,0.023,-0.7,-3.3,-4.0,-0.4,0,2.106740560492977,0.03983966480635166,2
874,Ramon Sessions\sessira01,PG,31,TOT,28,3,392,5.3,14.8,0.359,1.0,3.3,0.308,4.3,11.5,0.374,5.6,7.2,0.772,0.8,4.1,4.8,9.7,1.8,0.3,3.8,3.7,17.2,101.0,112,11.2,0.479,0.222,0.487,1.7,9.1,5.4,27.2,1.8,0.4,17.4,19.3,0.1,0.3,0.3,0.039,-3.0,-2.2,-5.2,-0.3,0,2.340051499292887,2.4819772957110704,7
875,Ramon Sessions\sessira01,PG,31,TOT,28,3,392,5.3,14.8,0.359,1.0,3.3,0.308,4.3,11.5,0.374,5.6,7.2,0.772,0.8,4.1,4.8,9.7,1.8,0.3,3.8,3.7,17.2,101.0,112,6.2,0.403,0.208,0.28300000000000003,0.7,11.2,6.0,21.9,2.1,0.5,20.1,19.5,-0.3,0.1,-0.2,-0.065,-5.9,-1.2,-7.1,-0.2,0,2.29877916335654,2.1091434677801773,7
876,Ramon Sessions\sessira01,PG,31,TOT,28,3,392,5.3,14.8,0.359,1.0,3.3,0.308,4.3,11.5,0.374,5.6,7.2,0.772,0.8,4.1,4.8,9.7,1.8,0.3,3.8,3.7,17.2,101.0,112,14.9,0.5329999999999999,0.234,0.6559999999999999,2.5,7.5,5.0,31.1,1.5,0.4,15.4,19.1,0.4,0.1,0.5,0.116,-0.8,-2.9,-3.7,-0.1,0,2.3790619607043864,2.5665929655593294,7
877,Ramon Sessions\sessira01,PG,31,NYK,13,3,167,5.0,15.7,0.321,0.6,3.3,0.182,4.5,12.5,0.35700000000000004,3.6,4.5,0.8,0.3,5.0,5.3,8.0,2.1,0.3,4.5,4.2,14.2,83.0,111,11.2,0.479,0.222,0.487,1.7,9.1,5.4,27.2,1.8,0.4,17.4,19.3,0.1,0.3,0.3,0.039,-3.0,-2.2,-5.2,-0.3,0,2.05737652236038,2.1173002840702875,7
878,Ramon Sessions\sessira01,PG,31,NYK,13,3,167,5.0,15.7,0.321,0.6,3.3,0.182,4.5,12.5,0.35700000000000004,3.6,4.5,0.8,0.3,5.0,5.3,8.0,2.1,0.3,4.5,4.2,14.2,83.0,111,6.2,0.403,0.208,0.28300000000000003,0.7,11.2,6.0,21.9,2.1,0.5,20.1,19.5,-0.3,0.1,-0.2,-0.065,-5.9,-1.2,-7.1,-0.2,0,1.9234037213552733,1.7817800462563889,2
879,Ramon Sessions\sessira01,PG,31,NYK,13,3,167,5.0,15.7,0.321,0.6,3.3,0.182,4.5,12.5,0.35700000000000004,3.6,4.5,0.8,0.3,5.0,5.3,8.0,2.1,0.3,4.5,4.2,14.2,83.0,111,14.9,0.5329999999999999,0.234,0.6559999999999999,2.5,7.5,5.0,31.1,1.5,0.4,15.4,19.1,0.4,0.1,0.5,0.116,-0.8,-2.9,-3.7,-0.1,0,2.0963869837718807,2.2019159539185456,7
880,Ramon Sessions\sessira01,PG,31,WAS,15,0,225,5.5,14.1,0.391,1.3,3.3,0.4,4.2,10.8,0.388,7.1,9.3,0.762,1.1,3.3,4.4,11.0,1.5,0.2,3.3,3.3,19.4,114.0,112,11.2,0.479,0.222,0.487,1.7,9.1,5.4,27.2,1.8,0.4,17.4,19.3,0.1,0.3,0.3,0.039,-3.0,-2.2,-5.2,-0.3,0,2.571872272943113,2.6144253243146776,7
881,Ramon Sessions\sessira01,PG,31,WAS,15,0,225,5.5,14.1,0.391,1.3,3.3,0.4,4.2,10.8,0.388,7.1,9.3,0.762,1.1,3.3,4.4,11.0,1.5,0.2,3.3,3.3,19.4,114.0,112,6.2,0.403,0.208,0.28300000000000003,0.7,11.2,6.0,21.9,2.1,0.5,20.1,19.5,-0.3,0.1,-0.2,-0.065,-5.9,-1.2,-7.1,-0.2,0,2.5305999370067673,2.2415914963837844,7
882,Ramon Sessions\sessira01,PG,31,WAS,15,0,225,5.5,14.1,0.391,1.3,3.3,0.4,4.2,10.8,0.388,7.1,9.3,0.762,1.1,3.3,4.4,11.0,1.5,0.2,3.3,3.3,19.4,114.0,112,14.9,0.5329999999999999,0.234,0.6559999999999999,2.5,7.5,5.0,31.1,1.5,0.4,15.4,19.1,0.4,0.1,0.5,0.116,-0.8,-2.9,-3.7,-0.1,0,2.610882734354615,2.6990409941629356,7
883,Iman Shumpert\shumpim01,SG,27,CLE,14,6,276,3.9,10.3,0.379,1.2,4.6,0.269,2.7,5.7,0.469,2.0,2.7,0.733,1.2,6.0,7.3,3.0,1.6,0.7,2.8,3.9,11.0,91.0,112,6.4,0.48,0.448,0.259,2.9,13.6,8.3,8.1,1.6,1.2,19.9,12.9,-0.2,0.2,0.0,-0.006,-3.9,-0.1,-4.0,-0.1,0,0.4018006743197296,-0.7881736778463817,0
884,Pascal Siakam\siakapa01,PF,23,TOR,81,5,1679,7.4,14.6,0.508,0.9,3.9,0.22,6.6,10.7,0.612,1.6,2.6,0.621,2.3,8.4,10.7,4.7,1.8,1.2,2.0,4.9,17.3,113.0,105,14.5,0.5489999999999999,0.265,0.175,5.4,18.6,12.1,13.5,1.8,2.0,11.1,15.7,2.1,2.5,4.7,0.133,0.0,2.2,2.1,1.7,0,-1.0289910471096202,-0.1776299552025054,3
885,Xavier Silas\silasxa01,SG,30,BOS,2,0,7,0.0,21.4,0.0,0.0,14.3,0.0,0.0,7.1,0.0,0.0,0.0,0.0,7.1,7.1,14.3,0.0,7.1,0.0,0.0,7.1,0.0,27.0,93,-4.9,0.0,0.667,0.0,15.8,15.4,15.6,0.0,7.1,0.0,0.0,19.1,-0.1,0.0,0.0,-0.25,-12.6,-0.8,-13.4,0.0,0,-0.06741949035029031,-0.5413066122678435,3
886,Ben Simmons\simmobe01,PG,21,PHI,81,81,2732,9.6,17.6,0.545,0.0,0.2,0.0,9.6,17.4,0.551,3.4,6.0,0.56,2.6,9.0,11.6,11.6,2.5,1.2,4.9,3.7,22.5,111.0,102,20.0,0.557,0.011,0.342,5.9,19.5,13.0,37.4,2.5,2.1,19.5,22.3,4.2,5.0,9.2,0.162,1.0,3.6,4.6,4.6,1,0.41234430332914446,1.9972003957075541,4
887,Jonathon Simmons\simmojo02,SG,28,ORL,69,50,2029,8.5,18.4,0.465,1.7,4.9,0.338,6.9,13.4,0.512,4.5,5.8,0.768,1.5,4.3,5.8,4.1,1.4,0.4,3.5,4.2,23.2,103.0,113,12.7,0.555,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22.0,0.8,1.1,1.9,0.045,-1.0,-1.3,-2.3,-0.2,0,0.8197843999818535,-0.2432879614988186,0
888,Kobi Simmons\simmoko01,PG,20,MEM,32,12,643,6.3,14.9,0.423,0.9,3.1,0.282,5.4,11.8,0.46,2.0,2.0,1.0,1.1,2.8,3.9,5.3,1.4,0.4,3.5,4.8,15.4,94.0,115,7.7,0.49,0.206,0.132,2.5,6.6,4.5,16.5,1.4,0.7,18.0,17.0,-0.4,0.2,-0.2,-0.013,-3.9,-2.1,-6.0,-0.6,0,2.4189217605388866,0.8209951808614967,2
889,Kyle Singler\singlky01,SF,29,OKC,12,0,59,5.9,17.7,0.333,1.7,4.2,0.4,4.2,13.5,0.313,5.9,10.9,0.5379999999999999,0.8,7.6,8.4,1.7,0.8,0.0,2.5,3.4,19.3,88.0,111,5.9,0.43,0.238,0.619,1.8,17.5,9.4,4.8,0.8,0.0,10.1,21.6,-0.1,0.0,0.0,-0.031,-7.7,-4.2,-11.8,-0.1,0,0.1379441317839736,-1.9248665149221227,5
890,Marcus Smart\smartma01,SG,23,BOS,54,11,1614,5.9,15.9,0.3670000000000001,2.3,7.7,0.301,3.5,8.2,0.429,3.0,4.1,0.7290000000000001,1.3,4.5,5.9,8.0,2.2,0.7,4.0,4.1,17.0,97.0,104,10.8,0.479,0.483,0.258,3.0,9.8,6.4,23.7,2.2,1.2,18.4,19.4,-0.6,2.5,1.9,0.056,-1.6,1.1,-0.5,0.6,0,2.289329181635631,-0.4416801577044566,0
891,Dennis Smith\smithde03,PG,20,DAL,69,69,2049,9.9,25.1,0.395,2.6,8.3,0.313,7.3,16.8,0.435,3.3,4.7,0.6940000000000001,1.2,5.1,6.4,8.8,1.7,0.4,4.8,3.7,25.7,93.0,110,12.8,0.473,0.331,0.188,2.6,11.8,7.0,29.5,1.7,0.8,14.9,28.9,-2.4,1.7,-0.7,-0.017,-1.5,-0.7,-2.3,-0.1,0,2.5362486289381896,0.7694134319325536,2
892,Ish Smith\smithis01,PG,29,DET,82,35,2043,9.5,19.6,0.486,0.9,2.5,0.34700000000000003,8.6,17.1,0.506,2.0,2.8,0.698,0.7,4.8,5.5,8.8,1.6,0.5,2.6,3.4,21.8,109.0,109,15.4,0.525,0.126,0.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,2.4,2.0,4.4,0.102,-0.6,-0.6,-1.2,0.4,0,1.3589868502894027,2.0261364031545495,4
893,J.R. Smith\smithjr01,SG,32,CLE,80,61,2244,5.2,13.0,0.403,3.1,8.3,0.375,2.1,4.7,0.453,0.9,1.2,0.696,0.6,4.5,5.1,3.1,1.5,0.2,1.8,3.5,14.5,103.0,114,8.4,0.534,0.64,0.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,0.031,-0.6,-1.0,-1.7,0.2,0,0.7304842537370246,-1.6414029273927417,5
894,Jason Smith\smithja02,C,31,WAS,33,2,285,7.8,20.0,0.391,0.7,5.6,0.125,7.1,14.5,0.494,3.3,3.7,0.905,3.1,6.1,9.2,2.4,0.5,2.3,2.8,7.7,19.7,93.0,110,8.8,0.455,0.278,0.183,7.2,13.9,10.5,7.4,0.5,4.0,11.4,21.7,-0.2,0.3,0.0,0.003,-4.8,-1.1,-6.0,-0.3,0,-0.9154316881087055,0.8416397512950382,6
895,Josh Smith\smithjo03,PF,32,NOP,3,0,12,4.0,15.9,0.25,0.0,0.0,0.0,4.0,15.9,0.25,0.0,0.0,0.0,11.9,4.0,15.9,0.0,0.0,0.0,0.0,11.9,8.0,94.0,115,3.5,0.25,0.0,0.0,28.1,8.7,18.1,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,-0.013,-6.0,-7.4,-13.4,0.0,0,-1.9834965690430306,0.8419024306680484,6
896,Tony Snell\snellto01,SG,26,MIL,75,59,2053,4.5,10.3,0.435,2.6,6.5,0.403,1.9,3.8,0.49,0.9,1.2,0.792,0.2,3.2,3.4,2.4,1.1,0.7,0.9,2.8,12.5,113.0,114,8.5,0.578,0.631,0.113,0.5,7.5,4.0,6.5,1.1,1.2,7.5,10.6,1.6,0.7,2.4,0.056,-0.5,-1.3,-1.8,0.1,0,0.8141186429624199,-2.000321199381313,5
897,Marreese Speights\speigma01,C,30,ORL,52,3,675,10.0,25.3,0.395,6.2,16.9,0.369,3.8,8.4,0.448,2.9,4.0,0.727,1.5,8.1,9.6,2.9,0.6,1.6,2.9,7.7,29.2,101.0,111,13.7,0.539,0.6679999999999999,0.158,3.4,18.4,10.8,9.8,0.6,2.6,9.7,26.9,0.1,0.5,0.6,0.045,0.2,-2.9,-2.8,-0.1,0,-0.4669553582905945,-0.030227635303814615,3
898,Nik Stauskas\stausni01,SG,24,TOT,41,0,523,5.6,14.3,0.39,3.7,9.3,0.4,1.9,5.0,0.37,1.9,2.7,0.7240000000000001,0.4,5.6,5.9,3.6,0.8,0.4,2.4,2.2,16.8,101.0,113,9.0,0.5429999999999999,0.649,0.188,0.8,12.3,6.5,11.1,0.8,0.6,13.5,15.9,0.1,0.3,0.3,0.031,-2.1,-1.8,-4.0,-0.3,0,0.9509108584382004,-0.881048938912739,0
899,Nik Stauskas\stausni01,SG,24,TOT,41,0,523,5.6,14.3,0.39,3.7,9.3,0.4,1.9,5.0,0.37,1.9,2.7,0.7240000000000001,0.4,5.6,5.9,3.6,0.8,0.4,2.4,2.2,16.8,101.0,113,0.9,0.41,0.25,0.5,0.0,2.3,1.2,2.7,4.3,0.0,45.0,8.4,-0.1,0.1,0.0,-0.044,-7.4,2.5,-4.8,0.0,0,1.4813817084902552,-0.212896133712429,0
900,Nik Stauskas\stausni01,SG,24,TOT,41,0,523,5.6,14.3,0.39,3.7,9.3,0.4,1.9,5.0,0.37,1.9,2.7,0.7240000000000001,0.4,5.6,5.9,3.6,0.8,0.4,2.4,2.2,16.8,101.0,113,9.8,0.547,0.66,0.18,0.9,13.2,7.0,11.9,0.5,0.6,12.0,16.7,0.2,0.2,0.4,0.038,-1.7,-2.3,-3.9,-0.2,0,0.8263395796116767,-1.339607844012598,0
901,Nik Stauskas\stausni01,SG,24,PHI,6,0,45,1.1,4.3,0.25,0.0,1.1,0.0,1.1,3.2,0.333,2.1,2.1,1.0,0.0,1.1,1.1,1.1,4.3,0.0,4.3,3.2,4.3,52.0,104,9.0,0.5429999999999999,0.649,0.188,0.8,12.3,6.5,11.1,0.8,0.6,13.5,15.9,0.1,0.3,0.3,0.031,-2.1,-1.8,-4.0,-0.3,0,1.8515180165355947,-1.207443008736378,0
902,Nik Stauskas\stausni01,SG,24,PHI,6,0,45,1.1,4.3,0.25,0.0,1.1,0.0,1.1,3.2,0.333,2.1,2.1,1.0,0.0,1.1,1.1,1.1,4.3,0.0,4.3,3.2,4.3,52.0,104,0.9,0.41,0.25,0.5,0.0,2.3,1.2,2.7,4.3,0.0,45.0,8.4,-0.1,0.1,0.0,-0.044,-7.4,2.5,-4.8,0.0,0,2.3819888665876494,-0.5392902035360694,0
903,Nik Stauskas\stausni01,SG,24,PHI,6,0,45,1.1,4.3,0.25,0.0,1.1,0.0,1.1,3.2,0.333,2.1,2.1,1.0,0.0,1.1,1.1,1.1,4.3,0.0,4.3,3.2,4.3,52.0,104,9.8,0.547,0.66,0.18,0.9,13.2,7.0,11.9,0.5,0.6,12.0,16.7,0.2,0.2,0.4,0.038,-1.7,-2.3,-3.9,-0.2,0,1.671326458667814,-1.6436137597660387,0
904,Nik Stauskas\stausni01,SG,24,BRK,35,0,478,6.0,15.2,0.393,4.1,10.1,0.404,1.9,5.2,0.373,1.9,2.7,0.7040000000000001,0.4,6.0,6.4,3.9,0.5,0.4,2.2,2.1,18.0,104.0,114,9.0,0.5429999999999999,0.649,0.188,0.8,12.3,6.5,11.1,0.8,0.6,13.5,15.9,0.1,0.3,0.3,0.031,-2.1,-1.8,-4.0,-0.3,0,0.8515438462907314,-0.9043995910184924,0
905,Nik Stauskas\stausni01,SG,24,BRK,35,0,478,6.0,15.2,0.393,4.1,10.1,0.404,1.9,5.2,0.373,1.9,2.7,0.7040000000000001,0.4,6.0,6.4,3.9,0.5,0.4,2.2,2.1,18.0,104.0,114,0.9,0.41,0.25,0.5,0.0,2.3,1.2,2.7,4.3,0.0,45.0,8.4,-0.1,0.1,0.0,-0.044,-7.4,2.5,-4.8,0.0,0,1.3820146963427857,-0.2362467858181831,0
906,Nik Stauskas\stausni01,SG,24,BRK,35,0,478,6.0,15.2,0.393,4.1,10.1,0.404,1.9,5.2,0.373,1.9,2.7,0.7040000000000001,0.4,6.0,6.4,3.9,0.5,0.4,2.2,2.1,18.0,104.0,114,9.8,0.547,0.66,0.18,0.9,13.2,7.0,11.9,0.5,0.6,12.0,16.7,0.2,0.2,0.4,0.038,-1.7,-2.3,-3.9,-0.2,0,0.7269725674642075,-1.3629584961183514,0
907,Lance Stephenson\stephla01,SG,27,IND,82,7,1850,8.2,19.2,0.4270000000000001,1.8,6.3,0.289,6.4,12.9,0.495,2.3,3.4,0.6609999999999999,1.7,9.8,11.5,6.3,1.2,0.5,3.5,4.8,20.5,99.0,108,12.4,0.495,0.327,0.179,3.8,22.0,12.9,18.6,1.2,0.8,14.6,21.6,-0.2,2.0,1.8,0.046,-2.0,-0.1,-2.1,0.0,0,0.33394787931315745,0.011604163701918196,4
908,David Stockton\stockda01,PG,26,UTA,3,0,9,11.1,16.7,0.667,11.1,16.7,0.667,0.0,0.0,0.0,22.3,22.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,16.7,55.7,162.0,113,33.9,1.05,1.0,1.3330000000000002,0.0,0.0,0.0,0.0,0.0,0.0,17.4,28.8,0.1,0.0,0.1,0.459,14.8,-8.1,6.7,0.0,0,1.1403990366114016,-0.0484458606929426,0
909,Julyan Stone\stoneju01,SG,29,CHO,23,0,175,1.7,3.6,0.462,1.7,3.6,0.462,0.0,0.0,0.0,0.3,0.6,0.5,0.3,7.8,8.1,7.2,1.1,0.6,2.0,5.9,5.3,123.0,110,7.6,0.684,1.0,0.154,0.6,17.6,9.0,19.2,1.1,1.0,33.5,5.2,0.2,0.2,0.3,0.087,-2.1,0.3,-1.8,0.0,0,0.46406651698510126,0.7759128908490733,4
910,Edmond Sumner\sumneed01,PG,22,IND,1,0,2,25.0,25.0,1.0,0.0,0.0,0.0,25.0,25.0,1.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,50.0,200.0,101,39.8,1.0,0.0,0.0,0.0,56.1,28.2,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,0.425,4.6,-9.9,-5.3,0.0,0,-4.769697208704319,1.0472821293926688,1
911,Caleb Swanigan\swanica01,PF,20,POR,27,3,189,6.3,15.8,0.4,0.3,2.1,0.125,6.1,13.7,0.442,3.2,4.7,0.667,3.9,10.3,14.2,3.7,1.3,0.8,4.7,9.7,16.1,88.0,105,7.5,0.449,0.133,0.3,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20.0,-0.3,0.3,0.0,-0.003,-6.0,0.6,-5.4,-0.2,0,-1.1938762199531954,1.4061811691663497,6
912,Jayson Tatum\tatumja01,SF,19,BOS,80,80,2438,8.1,17.1,0.475,2.2,5.0,0.434,6.0,12.2,0.4920000000000001,4.4,5.3,0.826,1.0,7.2,8.2,2.6,1.7,1.2,2.3,3.5,22.8,111.0,103,15.3,0.586,0.29,0.309,2.3,15.6,9.0,8.3,1.7,2.0,10.7,19.5,3.0,4.0,7.1,0.139,-0.5,1.5,1.0,1.8,0,-0.36855948300794694,-0.9505428254916951,3
